Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	18.185185185185187	7.216426669371851	34.0	9.0	18.185185185185187	-0.16034713745117188	0.01284426589263866	-0.13626596	-0.19813833	500	5.8210296630859375	149.5210418701172	0.0	-98.78459167480469	0.6896498799324036	3.218650901359865e-09	1.5061290264129639
1	19.625	7.554317198353094	42.0	9.0	19.625	7.1786416015625	0.27568650993077715	7.4305916	5.1329336	1000	2.601346731185913	69.608154296875	0.0	-22.660274505615234	0.689844012260437	1.0728836707940559e-09	2.378108263015747
2	20.291666666666668	8.39384261416547	50.0	11.0	20.291666666666668	10.10060546875	2.8114683871933366	12.091531	-3.3937657	1500	1.0400352478027344	46.25718307495117	0.0	-7.311923980712891	0.6893850564956665	-1.6689301052252858e-09	3.235814332962036
3	18.28	5.834518108850122	34.0	9.0	18.28	11.96195703125	3.6437741208464063	14.28523	-1.7044547	2000	-0.005342926364392042	64.24880981445312	0.0	-12.824111938476562	0.6908719539642334	2.3841859042583735e-10	4.08454442024231
4	17.20689655172414	9.639642984271987	60.0	9.0	17.20689655172414	10.229140625	4.01065512007546	14.600353	0.6279254	2500	0.33797821402549744	52.36717987060547	0.0	-3.517444610595703	0.6911088228225708	-3.576278717609682e-10	4.985135793685913
5	22.59090909090909	8.127725040184076	40.0	12.0	22.59090909090909	10.796599609375	4.414510430812232	15.8277645	0.7668618	3000	1.0103310346603394	36.487430572509766	0.0	-4.601463317871094	0.6918337941169739	-4.768371808516747e-10	5.863785743713379
6	21.47826086956522	9.591072066414274	44.0	12.0	21.47826086956522	12.309623046875	4.737484333747184	17.023413	0.83898103	3500	0.1029374748468399	43.210079193115234	0.0	-3.5077362060546875	0.6923173069953918	-1.7881394143159923e-09	6.721491813659668
7	17.571428571428573	6.466554215080367	31.0	10.0	17.571428571428573	11.4122099609375	5.323683999649585	17.131042	-0.7160726	4000	-0.805560827255249	20.643720626831055	0.0	-6.3349151611328125	0.6927962899208069	2.6226045779509377e-09	7.631593942642212
8	20.083333333333332	9.534659354371621	42.0	9.0	20.083333333333332	10.43905859375	4.503710059148457	15.92831	1.33981	4500	1.0280969142913818	38.982635498046875	0.0	-7.515329360961914	0.6930109262466431	-1.1920929798847624e-09	8.51455545425415
9	19.6	7.222188034107115	38.0	11.0	19.6	12.053189453125	5.358402061832426	17.518167	0.5726039	5000	-0.5414437651634216	20.273305892944336	0.0	-2.8195667266845703	0.6930463910102844	1.7881394143159923e-09	9.42361330986023
10	21.565217391304348	10.854076260437425	56.0	9.0	21.565217391304348	11.2774296875	5.164160220331085	17.19715	1.2938948	5500	0.8106783628463745	47.144493103027344	0.0	-4.229061126708984	0.6930228471755981	5.960464899423812e-10	10.327986717224121
11	25.473684210526315	11.931243408988834	49.0	10.0	25.473684210526315	13.1580546875	5.63001998220255	18.493177	0.3230166	6000	0.7028892636299133	43.51194763183594	0.0	-5.092914581298828	0.6929559111595154	1.5497207961345794e-09	11.203004598617554
12	23.761904761904763	17.77077532718161	76.0	10.0	23.761904761904763	13.297515625	6.552767485478941	20.321354	0.98915684	6500	1.1449469327926636	123.5147705078125	0.0	-16.329917907714844	0.6926131844520569	-9.536743617033494e-10	12.074792385101318
13	21.608695652173914	9.379622105612233	40.0	9.0	21.608695652173914	15.478994140625	7.8905392322071375	23.774988	1.5077565	7000	-1.6305196285247803	48.830177307128906	0.0	-25.202096939086914	0.6924411654472351	-2.3841859042583735e-10	12.97135591506958
14	24.3	11.300884813084052	60.0	12.0	24.3	14.10947265625	5.983562771250921	20.95773	1.4343946	7500	-0.04475955292582512	46.46741485595703	0.0	-2.504985809326172	0.6919794082641602	-1.1920929798847624e-09	13.885386943817139
15	22.761904761904763	10.183575305764892	46.0	9.0	22.761904761904763	11.682798828125	6.429657237170579	20.884628	0.7098462	8000	0.5748435258865356	54.81660079956055	0.0	-25.389400482177734	0.6915877461433411	-5.960464899423812e-10	14.820414304733276
16	24.05	12.26977984963845	67.0	11.0	24.05	12.63274609375	5.922333590422782	20.316448	0.6099622	8500	0.5492454171180725	60.7303466796875	0.0	-5.3212432861328125	0.691089391708374	1.0728836707940559e-09	15.696070909500122
17	27.77777777777778	14.994649201158346	59.0	14.0	27.77777777777778	15.04333984375	6.040842436593592	20.956728	1.3323628	9000	0.6206167340278625	83.41683959960938	0.0	-8.51007080078125	0.6906471848487854	-1.5497207961345794e-09	16.59236192703247
