Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	17.821428571428573	6.228124734002037	38.0	11.0	17.821428571428573	-0.09324388122558594	0.016300058472709857	-0.024037313	-0.11899568	500	-8.151838302612305	136.2052001953125	-0.029926300048828125	-92.68362426757812	0.6895708441734314	0.01501678116619587	0.026000000536441803	35.0	2.328521490097046
1	20.625	7.122806679954188	36.0	11.0	20.625	7.28760595703125	0.23303356351314033	7.601298	6.0692234	1000	-3.467825412750244	59.472408294677734	-0.07575845718383789	-20.781387329101562	0.6823437213897705	-0.005132208112627268	0.1420000046491623	79.0	4.452009916305542
2	20.666666666666668	8.364939858204613	41.0	10.0	20.666666666666668	10.7845546875	2.4914338594033056	12.1367	-1.7706494	1500	-1.1042542457580566	48.576847076416016	-0.10546565055847168	-1.80914306640625	0.6927754878997803	0.015163732692599297	0.2840000092983246	16.0	5.927436113357544
3	33.13333333333333	16.353864779591603	75.0	10.0	33.13333333333333	11.7097265625	2.630662883577303	12.783004	-7.6653023	2000	-4.764519214630127	187.4605712890625	-0.14305448532104492	-56.14262390136719	0.6830660700798035	0.015716273337602615	0.28600001335144043	12.0	7.1076905727386475
4	55.55555555555556	21.208547574842907	97.0	34.0	55.55555555555556	17.15253125	1.9009364982325159	18.636637	9.757067	2500	-7.156376838684082	391.8763427734375	-0.16742897033691406	-116.34835815429688	0.6589508652687073	0.015925833955407143	0.13600000739097595	14.0	8.29343867301941
5	75.16666666666667	57.58881840434247	184.0	20.0	75.16666666666667	25.68744140625	3.3701035082397692	26.68112	1.1760993	3000	-6.884321689605713	715.5406494140625	-0.1760845184326172	-260.6369323730469	0.63791424036026	0.01573493517935276	0.20000000298023224	9.0	9.50785517692566
6	103.75	49.31721301939111	187.0	66.0	103.75	33.093078125	6.211577207622071	36.816746	5.4261346	3500	-6.079508304595947	619.2973022460938	-0.23761701583862305	-181.24261474609375	0.6229194402694702	0.016033383086323738	0.14000000059604645	18.0	10.521888256072998
7	94.0	38.69366873275265	141.0	25.0	94.0	40.880265625	2.7864310941036203	42.42011	25.592299	4000	-1.5925281047821045	377.56634521484375	-0.210418701171875	-154.20310974121094	0.5940867066383362	0.00501929922029376	0.06800000369548798	79.0	12.35759162902832
8	193.0	7.0	200.0	186.0	193.0	42.82526171875	2.8667340411171733	45.11095	26.54879	4500	-7.694278717041016	696.7306518554688	-0.1399211883544922	-257.6116027832031	0.5767326354980469	-0.0040243868716061115	0.06000000238418579	79.0	14.249391794204712
9	153.0	47.0	200.0	106.0	153.0	50.24360546875	4.46651867369879	53.530735	35.393776	5000	-5.7773284912109375	654.2252807617188	-0.17267799377441406	-290.0320129394531	0.5751264095306396	0.004985632374882698	0.1120000034570694	79.0	15.567918539047241
