Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossQ	Time
1	21.925925925925927	11.878789143276206	58.0	10.0	29.6	11.723480295303737	43.0	15.0	21.925925925925927	29.6	599	2.3762738037109377	1.0858532594348973	4.422137	-0.032676578	0.07244470119476318	2.906278610229492
2	46.0	37.820148550258715	133.0	11.0	67.2	35.33496796287638	113.0	22.0	46.0	67.2	1199	6.904305013020833	1.7284472532381665	10.932098	1.4737319	0.17793168385823568	5.516506910324097
3	103.16666666666667	76.97492658597777	200.0	11.0	182.4	26.004615726107165	200.0	133.0	103.16666666666667	182.4	1799	12.455743815104167	2.0226500639631166	16.719484	2.7288303	0.2342119852701823	8.500907897949219
4	194.66666666666666	7.542472107873311	200.0	184.0	199.2	1.600000011920929	200.0	196.0	194.66666666666666	199.2	2399	17.867145182291665	2.087608374182843	22.056559	4.6071854	0.2437188212076823	11.849954605102539
5	180.33333333333334	14.613540376556243	200.0	165.0	178.4	29.601351980315023	200.0	125.0	180.33333333333334	178.4	2999	23.167493489583332	1.7460299554900969	27.039318	9.251352	0.1455691146850586	15.251634359359741
6	200.0	0.0	200.0	200.0	197.2	5.114684800684356	200.0	187.0	200.0	197.2	3599	27.819059244791667	1.5753913514286697	31.32663	18.276024	0.06524929046630859	18.652527332305908
7	184.25	16.406934509529805	200.0	162.0	178.8	17.859450869261423	200.0	153.0	184.25	178.8	4199	31.85630859375	1.6109525288257902	34.860554	24.844074	0.053634777069091796	21.979995489120483
8	186.0	11.045361017187261	200.0	173.0	195.4	8.23650426099606	200.0	179.0	186.0	195.4	4799	35.61073893229167	1.7305346465068003	38.7359	26.821793	0.06113585154215495	24.989369869232178
9	181.33333333333334	20.3688211569919	200.0	153.0	190.8	11.702991487889966	200.0	172.0	181.33333333333334	190.8	5399	38.896725260416666	2.2679975006071804	42.30159	27.318703	0.08943625132242838	28.18245840072632
10	187.0	16.990193249832878	200.0	163.0	186.0	18.253766734567417	200.0	154.0	187.0	186.0	5999	42.33908203125	2.6803827147248644	45.916084	27.988632	0.11137270609537761	31.425288200378418
11	191.33333333333334	12.256517817223058	200.0	174.0	159.8	24.94313552393975	193.0	129.0	191.33333333333334	159.8	6599	45.72886067708333	2.9114715637743513	49.59513	28.307589	0.11128106435139974	35.263922691345215
12	177.75	30.8818312280862	200.0	125.0	179.0	16.480291259562133	200.0	160.0	177.75	179.0	7199	49.33556315104167	2.4919856076791875	52.348392	29.167746	0.10818397521972656	38.438716650009155
13	189.0	15.556349186104045	200.0	167.0	165.8	18.69117464916598	200.0	145.0	189.0	165.8	7799	52.31962890625	2.0689069521277412	56.46385	32.60655	0.15348225911458332	41.509554862976074
14	148.5	17.5	169.0	122.0	152.4	25.14438384734253	200.0	129.0	148.5	152.4	8399	54.987493489583336	2.3822633417733843	57.84539	31.556091	0.20775628407796223	44.61197209358215
15	150.75	20.777090749188154	184.0	130.0	174.0	13.520355024924458	189.0	154.0	150.75	174.0	8999	57.25128255208333	2.585731833462885	60.067913	31.257349	0.29783655802408854	47.92437171936035
16	137.0	9.423375191511797	152.0	128.0	152.2	10.684568197105287	171.0	142.0	137.0	152.2	9599	59.379856770833335	2.740664344310898	62.46667	31.425266	0.3300293986002604	51.146252393722534
17	103.5	58.36594326602915	189.0	23.0	139.4	17.315888375546173	169.0	117.0	103.5	139.4	10199	61.753483072916666	2.125433568667275	65.05042	51.07328	0.427984619140625	54.22087550163269
18	76.66666666666667	52.28341672138978	145.0	13.0	136.6	4.9638695506154615	143.0	129.0	76.66666666666667	136.6	10799	63.88723958333333	2.571210740969936	67.33005	50.41177	0.5373152669270833	57.30626940727234
19	147.6	25.61718154353392	172.0	101.0	199.0	2.0	200.0	195.0	147.6	199.0	11399	65.72201171875	3.4895674362200086	69.13924	48.10606	0.564915059407552	61.347707748413086
20	147.25	30.946526460977815	200.0	121.0	141.8	34.13150979575178	200.0	110.0	147.25	141.8	11999	66.70404947916667	4.730107400009539	71.00869	45.537807	0.5259425862630208	64.35508728027344
21	170.33333333333334	41.955001703834434	200.0	111.0	157.8	10.107422894021688	171.0	145.0	170.33333333333334	157.8	12599	68.01322916666666	5.847077651040019	72.4437	41.03198	0.30075777689615885	67.36289596557617
22	153.75	35.3721288587498	196.0	100.0	171.0	6.0332412515993425	180.0	164.0	153.75	171.0	13199	69.41708333333334	6.947494208795715	74.26179	34.6821	0.2505312093098958	70.24305725097656
23	188.0	13.589211407093005	200.0	169.0	196.0	8.0	200.0	180.0	188.0	196.0	13799	71.01071614583333	7.654662250332582	75.78392	28.166973	0.1734564208984375	72.98978567123413
24	172.0	12.589678312014172	185.0	152.0	164.6	23.71160033052124	200.0	134.0	172.0	164.6	14399	71.66419921875	8.858349992144888	77.46316	26.146223	0.17903772989908853	76.08209109306335
25	146.0	33.80088756231114	190.0	99.0	119.8	12.172099143475366	138.0	104.0	146.0	119.8	14999	70.90365885416666	11.108969020945793	78.53295	11.910807	0.2178503926595052	78.8666787147522
26	173.33333333333334	11.145502635767768	188.0	161.0	96.6	9.156418313832686	106.0	80.0	173.33333333333334	96.6	15599	70.37462239583333	13.172231979148409	79.78269	0.53947306	0.1873141352335612	81.75687313079834
27	162.75	15.303185942802891	189.0	151.0	175.0	23.7823463939116	200.0	143.0	162.75	175.0	16199	69.62298177083333	16.02741222744125	80.92441	0.6842825	0.1424897003173828	84.8627142906189
