Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
37	-928.74990234375	118.23916440841418	-749.8247	-1129.6941	200.0	-164.70021875	0.0009921913043647581	-164.69759	-164.70149	152000	45.45896911621094	25013.103515625	-0.2697563171386719	-489.87890625	1.5188753604888916	0.005832152906805277	0.03550000116229057	79.0	270.1103575229645
38	-956.5431640625	157.8810964776974	-748.0733	-1347.8347	200.0	-167.36203125	0.0009518649828634846	-167.35867	-167.36316	156000	47.841983795166016	27380.37890625	-0.6295051574707031	-562.337890625	1.5226664543151855	0.015023032203316689	0.06825000047683716	74.0	276.4209313392639
39	-1023.54228515625	211.8795795965246	-748.70044	-1476.6687	200.0	-170.229859375	0.0008463635046761673	-170.2271	-170.23071	160000	53.51838684082031	33918.80859375	-0.446807861328125	-732.27734375	1.5488158464431763	0.00888183992356062	0.05425000190734863	79.0	283.1728274822235
40	-1073.32841796875	328.63205108449176	-747.7399	-1765.5065	200.0	-173.536375	0.0010055435481107944	-173.53291	-173.53738	164000	58.58113479614258	44819.02734375	-0.3545684814453125	-956.81640625	1.5626816749572754	0.005391576327383518	0.039000000804662704	79.0	289.49819135665894
41	-1070.72158203125	421.56277705698824	-752.105	-1846.9034	200.0	-177.35653125	0.0009762657429891697	-177.35355	-177.35754	168000	57.441627502441406	53353.6171875	-0.39032745361328125	-947.55078125	1.5611703395843506	0.0046752034686505795	0.03674999997019768	79.0	296.8814420700073
42	-1005.7119140625	221.61988854793697	-750.1726	-1502.4598	200.0	-181.2225625	0.0009605494976783557	-181.21936	-181.22354	172000	47.39016342163086	30840.056640625	-0.3427772521972656	-566.390625	1.5617791414260864	0.006325503811240196	0.04025000333786011	79.0	303.31254148483276
43	-908.5	232.33242616991714	-625.3837	-1769.3728	200.0	-184.29609375	0.0010238648597955995	-184.29295	-184.29738	176000	37.01520538330078	23251.173828125	-0.449188232421875	-339.48046875	1.5746591091156006	0.009259593673050404	0.07850000262260437	79.0	309.6904811859131
44	-1056.657421875	276.4305179425745	-627.21014	-1709.9543	200.0	-186.710140625	0.0008621892649321243	-186.7073	-186.71097	180000	51.66555404663086	36625.73828125	-0.37679290771484375	-733.07421875	1.5873081684112549	0.007128118071705103	0.04000000283122063	79.0	316.30436182022095
45	-994.93447265625	215.21595985195893	-676.3621	-1483.2513	200.0	-190.182625	0.0007608769959060224	-190.18024	-190.18346	184000	43.689788818359375	27648.10546875	-0.3564109802246094	-503.15625	1.593515157699585	0.006250378210097551	0.04050000011920929	79.0	324.5622637271881
46	-968.8314453125	233.47406172849264	-502.66257	-1443.8136	200.0	-193.19096875	0.000921559583674121	-193.18825	-193.19191	188000	39.23873519897461	25630.4375	-0.2455291748046875	-375.095703125	1.6058785915374756	0.0061185965314507484	0.028750000521540642	79.0	330.95103907585144
