Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossQ	Time
1	25.565217391304348	12.903744147591215	52.0	10.0	16.2	6.615133978884612	29.0	10.0	25.565217391304348	16.2	599	2.37769775390625	1.1566121951715411	4.7516007	-0.11525607	0.0659733009338379	2.2061243057250977
2	32.22222222222222	17.500969560195088	69.0	13.0	23.0	14.628738838327793	50.0	9.0	32.22222222222222	23.0	1199	7.158839518229167	1.7328979140919012	10.895846	2.2526896	0.17907341003417968	4.320620059967041
3	69.75	56.6187910503218	187.0	15.0	180.8	19.823218955700032	200.0	148.0	69.75	180.8	1799	12.68958740234375	1.8749405372515595	18.271574	4.374014	0.2865406799316406	6.467899799346924
4	110.4	17.872884217002444	125.0	78.0	182.0	36.0	200.0	110.0	110.4	182.0	2399	18.1463916015625	2.032488704836132	23.672928	6.8064094	0.33986157735188804	8.853110551834106
5	126.0	30.25227264190246	172.0	96.0	129.0	19.788885769542457	149.0	104.0	126.0	129.0	2999	23.413873697916667	1.9314646843323118	28.259785	8.786878	0.32224644978841144	10.980425357818604
6	119.6	16.131955561381112	141.0	100.0	105.0	4.147288270665544	111.0	99.0	119.6	105.0	3599	28.411025390625	1.9051865843596416	32.61385	18.500492	0.2190320841471354	13.072832822799683
7	139.5	35.04639781775011	200.0	115.0	180.0	26.04611295375953	200.0	136.0	139.5	180.0	4199	32.81068684895833	1.7627775943110942	36.356358	22.227476	0.23823270161946614	15.337289571762085
8	156.75	29.852763691155968	183.0	109.0	179.2	23.455489970700356	200.0	141.0	156.75	179.2	4799	37.00203776041667	1.7202134513001153	40.542023	25.979456	0.2815958913167318	17.76363492012024
9	135.5	16.08570794214541	152.0	110.0	149.6	15.357083533289694	171.0	133.0	135.5	149.6	5399	40.77690755208334	1.8750359154546326	44.16416	27.505043	0.23515474955240886	20.121861457824707
10	163.0	16.926310879810757	187.0	143.0	123.6	57.144027192262186	159.0	10.0	163.0	123.6	5999	43.634765625	2.7673129265287897	47.338043	27.284908	0.22965492248535158	22.420227766036987
11	137.8	8.749857002179736	147.0	124.0	188.0	11.242775458044157	200.0	174.0	137.8	188.0	6599	46.1308203125	3.5232236169377495	50.0471	31.229141	0.2603631591796875	25.189337968826294
12	122.0	42.745760023656146	168.0	43.0	135.8	11.634432077485561	152.0	120.0	122.0	135.8	7199	48.29734375	4.229046270351134	53.21898	33.75193	0.24005887349446614	27.416085243225098
13	109.6	32.89133683909032	129.0	44.0	178.8	19.833305568301643	200.0	153.0	109.6	178.8	7799	50.639521484375	4.867015362793369	55.865925	35.356026	0.30408986409505206	29.89742875099182
14	109.4	45.38545850545084	148.0	21.0	89.4	46.889658124820016	130.0	31.0	109.4	89.4	8399	52.71052734375	5.557343408069033	58.797745	34.734653	0.30150118509928386	32.15700554847717
15	133.5	35.8503835404867	181.0	80.0	109.8	8.400000217982699	121.0	96.0	133.5	109.8	8999	54.93729166666667	6.2419442876064934	61.682434	34.162983	0.35042332967122397	34.318159341812134
16	167.0	33.0681115275729	200.0	131.0	136.8	5.63560090483648	142.0	126.0	167.0	136.8	9599	57.715494791666664	6.602363548539517	64.08573	32.716553	0.38554901123046875	36.56699013710022
17	131.5	69.93032246457898	200.0	15.0	133.0	8.390470785361213	144.0	120.0	131.5	133.0	10199	61.150390625	6.129255005878229	66.58653	30.997593	0.316414540608724	38.76013731956482
18	184.75	26.413774815425377	200.0	139.0	200.0	0.0	200.0	200.0	184.75	200.0	10799	65.176875	4.271361946452696	69.05577	31.520733	0.21029916127522785	41.15185308456421
19	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	11399	68.35413411458333	3.150711156908997	71.05173	39.930412	0.17081148783365885	43.57798957824707
20	163.66666666666666	25.772508776967253	200.0	143.0	111.6	16.280048840048824	130.0	88.0	163.66666666666666	111.6	11999	70.38954427083333	3.3372439625572774	73.15903	40.384163	0.10195320765177408	45.84204387664795
21	200.0	0.0	200.0	200.0	181.6	6.343500562753064	189.0	170.0	200.0	181.6	12599	71.84561197916666	4.453436940828679	75.37655	35.677406	0.07061334609985352	48.16968011856079
22	172.5	6.34428877022476	180.0	164.0	200.0	0.0	200.0	200.0	172.5	200.0	13199	73.61640625	4.161670376846398	76.733826	35.497936	0.13102068583170573	50.54205298423767
23	132.4	59.08840701652059	186.0	20.0	184.0	9.654014708917737	200.0	174.0	132.4	184.0	13799	74.82235026041667	4.663747982834818	78.19514	32.076622	0.2644361877441406	52.889832496643066
24	169.33333333333334	17.93196983022745	183.0	144.0	200.0	0.0	200.0	200.0	169.33333333333334	200.0	14399	76.58375651041666	2.141857252534439	79.51813	32.179836	0.3773882293701172	55.42717909812927
25	200.0	0.0	200.0	200.0	198.2	2.4000000476837156	200.0	194.0	200.0	198.2	14999	78.14	2.017313165786157	81.02614	71.18856	0.42460283915201824	57.89018249511719
26	193.0	9.899494936611665	200.0	179.0	198.0	4.0	200.0	190.0	193.0	198.0	15599	79.85594401041666	1.9698550139646487	82.52737	71.21342	0.2590531412760417	60.450870990753174
27	200.0	0.0	200.0	200.0	180.8	10.38075130029584	194.0	168.0	200.0	180.8	16199	81.3201171875	2.072226611221661	83.60118	70.33673	0.14839447021484375	62.71967577934265
28	200.0	0.0	200.0	200.0	182.2	2.4819347753077308	185.0	179.0	200.0	182.2	16799	82.54746744791667	2.090357462172788	85.10628	70.360054	0.04558462142944336	65.09086513519287
29	196.0	5.656854249492381	200.0	188.0	200.0	0.0	200.0	200.0	196.0	200.0	17399	83.29611328125	2.590197429030105	86.26304	70.00946	0.059718729654947914	67.48563051223755
30	194.33333333333334	4.921607600623166	200.0	188.0	199.6	0.7999999761581417	200.0	198.0	194.33333333333334	199.6	17999	84.65153645833334	2.700012960520591	87.39516	69.35581	0.05610841115315755	69.85388541221619
31	194.33333333333334	2.054804693440726	197.0	192.0	200.0	0.0	200.0	200.0	194.33333333333334	200.0	18599	84.962734375	3.4679233718496194	88.2859	65.85592	0.17805379231770832	72.24122428894043
32	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	19199	85.72022135416667	4.0464203010320325	89.215065	63.81735	0.19695406595865886	74.62890815734863
33	142.0	54.376465497492575	200.0	76.0	200.0	0.0	200.0	200.0	142.0	200.0	19799	86.70466145833333	4.76942334968722	90.20663	37.781475	0.22659039815266926	77.07245111465454
34	193.0	9.899494936611665	200.0	179.0	134.6	10.031949084869114	148.0	117.0	193.0	134.6	20399	87.93869791666667	5.925634525622551	91.33623	33.146584	0.2401557159423828	79.51912188529968
35	120.2	65.01507637656054	200.0	42.0	200.0	0.0	200.0	200.0	120.2	200.0	20999	87.11380208333334	9.920392769862156	92.04436	32.116425	0.2153607686360677	81.96606278419495
36	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	21599	87.350703125	10.923863523077966	92.86435	30.223572	0.21050980885823567	84.40961956977844
37	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	22199	87.98890625	11.183416386924584	93.315735	22.991842	0.13762977600097656	86.88575482368469
38	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	22799	89.9515234375	8.362055061033143	94.09274	16.272787	0.12217628479003906	89.48817253112793
39	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	23399	91.77448567708333	3.873869332691906	94.17402	63.924255	0.014588065147399902	91.90542602539062
40	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	23999	91.7090234375	4.573252704528711	94.64682	63.79615	0.00453888456026713	94.41290545463562
41	200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	24599	92.45406901041666	4.252034018475256	94.810844	66.34114	0.0026805323362350465	97.04616355895996
